strategy,task_id,task_type,category,task_difficulty,pitfalls,tag_count,split,pass_rate,num_tests,decomposition_steps,tokens_used,planning_time,initial_pass,final_pass,repair_rounds,total_tests_run,subtasks_repaired,localized_repairs,localized_repair_rate,compile_failed,final_status,round_trace_path,subtasks_targeted,contract_completeness,round_traces_json,contract_length,planning_tokens_diag,planning_time_diag,pattern_confidence,view_consistency,num_deltas,critic_comments,trace_length
multi_view,string_reverse_hard,string,unknown,H,unicode;time_limit,1,train,1.0,2,7.0,110.0,4.274395,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/multi_view/string_reverse_hard.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00011437496868893504, ""failing_tests"": [], ""error_types"": []}]",,110.0,4.274395,,1.0,,,
semantic_diff,string_reverse_hard,string,unknown,H,unicode;time_limit,1,train,1.0,2,7.0,74.0,1.42979,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/semantic_diff/string_reverse_hard.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 9.962497279047966e-05, ""failing_tests"": [], ""error_types"": []}]",,74.0,1.42979,,,1.0,,
role_decomposed,string_reverse_hard,string,unknown,H,unicode;time_limit,1,train,1.0,2,8.0,162.0,4.104075,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/role_decomposed/string_reverse_hard.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00029616605024784803, ""failing_tests"": [], ""error_types"": []}]",,162.0,4.104075,,,,1.0,
simulation_trace,string_reverse_hard,string,unknown,H,unicode;time_limit,1,train,1.0,2,7.0,51.0,1.409515,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/simulation_trace/string_reverse_hard.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.0001861659693531692, ""failing_tests"": [], ""error_types"": []}]",,51.0,1.409515,,,,,1.0
direct_baseline,string_reverse_stress,string,unknown,M,unicode;large_input,1,test,1.0,2,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/direct_baseline/string_reverse_stress.json,,0.0,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00010504201054573059, ""failing_tests"": [], ""error_types"": []}]",,,,,,,,
contract_first,string_reverse_stress,string,unknown,M,unicode;large_input,1,test,1.0,2,7.0,145.0,2.046934,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/contract_first/string_reverse_stress.json,,0.25,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 9.033299284055829e-05, ""failing_tests"": [], ""error_types"": []}]",7.0,145.0,2.046934,,,,,
pattern_skeleton,string_reverse_stress,string,unknown,M,unicode;large_input,1,test,1.0,2,8.0,166.0,3.411147,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/pattern_skeleton/string_reverse_stress.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 8.462503319606185e-05, ""failing_tests"": [], ""error_types"": []}]",,166.0,3.411147,0.5,,,,
failure_mode_first,string_reverse_stress,string,unknown,M,unicode;large_input,1,test,1.0,2,7.0,124.0,2.022834,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/failure_mode_first/string_reverse_stress.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 6.829103222116828e-05, ""failing_tests"": [], ""error_types"": []}]",,124.0,2.022834,,,,,
multi_view,string_reverse_stress,string,unknown,M,unicode;large_input,1,test,1.0,2,7.0,110.0,4.274395,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/multi_view/string_reverse_stress.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 6.470800144597888e-05, ""failing_tests"": [], ""error_types"": []}]",,110.0,4.274395,,1.0,,,
semantic_diff,string_reverse_stress,string,unknown,M,unicode;large_input,1,test,1.0,2,7.0,74.0,1.42979,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/semantic_diff/string_reverse_stress.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.0001657090033404529, ""failing_tests"": [], ""error_types"": []}]",,74.0,1.42979,,,1.0,,
role_decomposed,string_reverse_stress,string,unknown,M,unicode;large_input,1,test,1.0,2,8.0,162.0,3.476956,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/role_decomposed/string_reverse_stress.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.0002586659975349903, ""failing_tests"": [], ""error_types"": []}]",,162.0,3.476956,,,,1.0,
simulation_trace,string_reverse_stress,string,unknown,M,unicode;large_input,1,test,1.0,2,7.0,51.0,1.409515,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/simulation_trace/string_reverse_stress.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00032654200913384557, ""failing_tests"": [], ""error_types"": []}]",,51.0,1.409515,,,,,1.0
direct_baseline,string_reverse_ood,string,unknown,H,unicode;ood_shift,1,ood,1.0,2,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/direct_baseline/string_reverse_ood.json,,0.0,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00034429196966812015, ""failing_tests"": [], ""error_types"": []}]",,,,,,,,
contract_first,string_reverse_ood,string,unknown,H,unicode;ood_shift,1,ood,1.0,2,7.0,145.0,2.046934,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/contract_first/string_reverse_ood.json,,0.25,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00013829104136675596, ""failing_tests"": [], ""error_types"": []}]",7.0,145.0,2.046934,,,,,
pattern_skeleton,string_reverse_ood,string,unknown,H,unicode;ood_shift,1,ood,1.0,2,8.0,166.0,3.411147,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/pattern_skeleton/string_reverse_ood.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00011312501737847924, ""failing_tests"": [], ""error_types"": []}]",,166.0,3.411147,0.5,,,,
failure_mode_first,string_reverse_ood,string,unknown,H,unicode;ood_shift,1,ood,1.0,2,7.0,124.0,2.022834,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/failure_mode_first/string_reverse_ood.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 9.32919792830944e-05, ""failing_tests"": [], ""error_types"": []}]",,124.0,2.022834,,,,,
multi_view,string_reverse_ood,string,unknown,H,unicode;ood_shift,1,ood,1.0,2,7.0,110.0,4.274395,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/multi_view/string_reverse_ood.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00014595797983929515, ""failing_tests"": [], ""error_types"": []}]",,110.0,4.274395,,1.0,,,
semantic_diff,string_reverse_ood,string,unknown,H,unicode;ood_shift,1,ood,1.0,2,7.0,74.0,1.42979,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/semantic_diff/string_reverse_ood.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 8.216704009100795e-05, ""failing_tests"": [], ""error_types"": []}]",,74.0,1.42979,,,1.0,,
role_decomposed,string_reverse_ood,string,unknown,H,unicode;ood_shift,1,ood,1.0,2,8.0,162.0,3.013876,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/role_decomposed/string_reverse_ood.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00021541601745411754, ""failing_tests"": [], ""error_types"": []}]",,162.0,3.013876,,,,1.0,
simulation_trace,string_reverse_ood,string,unknown,H,unicode;ood_shift,1,ood,1.0,2,7.0,51.0,1.409515,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/simulation_trace/string_reverse_ood.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00013183301780372858, ""failing_tests"": [], ""error_types"": []}]",,51.0,1.409515,,,,,1.0
direct_baseline,string_freq,string,unknown,M,case_sensitivity,1,train,1.0,2,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/direct_baseline/string_freq.json,,0.0,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00025162502424791455, ""failing_tests"": [], ""error_types"": []}]",,,,,,,,
contract_first,string_freq,string,unknown,M,case_sensitivity,1,train,1.0,2,7.0,151.0,1.62102,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/contract_first/string_freq.json,,0.25,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00021208298858255148, ""failing_tests"": [], ""error_types"": []}]",7.0,151.0,1.62102,,,,,
pattern_skeleton,string_freq,string,unknown,M,case_sensitivity,1,train,1.0,2,8.0,184.0,4.191518,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/pattern_skeleton/string_freq.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00026991701452061534, ""failing_tests"": [], ""error_types"": []}]",,184.0,4.191518,1.0,,,,
failure_mode_first,string_freq,string,unknown,M,case_sensitivity,1,train,1.0,2,7.0,130.0,5.803277,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/failure_mode_first/string_freq.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00028033298440277576, ""failing_tests"": [], ""error_types"": []}]",,130.0,5.803277,,,,,
multi_view,string_freq,string,unknown,M,case_sensitivity,1,train,1.0,2,7.0,110.0,4.274395,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/multi_view/string_freq.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00015270902076736093, ""failing_tests"": [], ""error_types"": []}]",,110.0,4.274395,,1.0,,,
semantic_diff,string_freq,string,unknown,M,case_sensitivity,1,train,1.0,2,7.0,93.0,1.470267,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/semantic_diff/string_freq.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.0002452919725328684, ""failing_tests"": [], ""error_types"": []}]",,93.0,1.470267,,,1.0,,
role_decomposed,string_freq,string,unknown,M,case_sensitivity,1,train,1.0,2,8.0,166.0,3.074531,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/role_decomposed/string_freq.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00024262501392513514, ""failing_tests"": [], ""error_types"": []}]",,166.0,3.074531,,,,1.0,
simulation_trace,string_freq,string,unknown,M,case_sensitivity,1,train,1.0,2,7.0,68.0,1.293468,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/simulation_trace/string_freq.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.0004087080014869571, ""failing_tests"": [], ""error_types"": []}]",,68.0,1.293468,,,,,1.0
direct_baseline,string_freq_test,string,unknown,M,case_sensitivity;edge_case,1,test,1.0,2,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/direct_baseline/string_freq_test.json,,0.0,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.000224041985347867, ""failing_tests"": [], ""error_types"": []}]",,,,,,,,
contract_first,string_freq_test,string,unknown,M,case_sensitivity;edge_case,1,test,1.0,2,7.0,151.0,1.62102,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/contract_first/string_freq_test.json,,0.25,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00015554198762401938, ""failing_tests"": [], ""error_types"": []}]",7.0,151.0,1.62102,,,,,
pattern_skeleton,string_freq_test,string,unknown,M,case_sensitivity;edge_case,1,test,1.0,2,8.0,184.0,4.191518,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/pattern_skeleton/string_freq_test.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.0002003330155275762, ""failing_tests"": [], ""error_types"": []}]",,184.0,4.191518,1.0,,,,
failure_mode_first,string_freq_test,string,unknown,M,case_sensitivity;edge_case,1,test,1.0,2,7.0,130.0,5.803277,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/failure_mode_first/string_freq_test.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00015966600039973855, ""failing_tests"": [], ""error_types"": []}]",,130.0,5.803277,,,,,
multi_view,string_freq_test,string,unknown,M,case_sensitivity;edge_case,1,test,1.0,2,7.0,110.0,4.274395,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/multi_view/string_freq_test.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00011162500595673919, ""failing_tests"": [], ""error_types"": []}]",,110.0,4.274395,,1.0,,,
semantic_diff,string_freq_test,string,unknown,M,case_sensitivity;edge_case,1,test,1.0,2,7.0,93.0,1.470267,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/semantic_diff/string_freq_test.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 9.699998190626502e-05, ""failing_tests"": [], ""error_types"": []}]",,93.0,1.470267,,,1.0,,
role_decomposed,string_freq_test,string,unknown,M,case_sensitivity;edge_case,1,test,1.0,2,8.0,167.0,3.172725,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/role_decomposed/string_freq_test.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00021479098359122872, ""failing_tests"": [], ""error_types"": []}]",,167.0,3.172725,,,,1.0,
simulation_trace,string_freq_test,string,unknown,M,case_sensitivity;edge_case,1,test,1.0,2,7.0,68.0,1.293468,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/simulation_trace/string_freq_test.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00014949997421354055, ""failing_tests"": [], ""error_types"": []}]",,68.0,1.293468,,,,,1.0
direct_baseline,string_freq_hard,string,unknown,H,case_sensitivity;time_limit,1,train,1.0,2,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/direct_baseline/string_freq_hard.json,,0.0,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00012270797742530704, ""failing_tests"": [], ""error_types"": []}]",,,,,,,,
contract_first,string_freq_hard,string,unknown,H,case_sensitivity;time_limit,1,train,1.0,2,7.0,151.0,1.62102,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/contract_first/string_freq_hard.json,,0.25,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00012745801359415054, ""failing_tests"": [], ""error_types"": []}]",7.0,151.0,1.62102,,,,,
pattern_skeleton,string_freq_hard,string,unknown,H,case_sensitivity;time_limit,1,train,1.0,2,8.0,184.0,4.191518,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/pattern_skeleton/string_freq_hard.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00011025002459064126, ""failing_tests"": [], ""error_types"": []}]",,184.0,4.191518,1.0,,,,
failure_mode_first,string_freq_hard,string,unknown,H,case_sensitivity;time_limit,1,train,1.0,2,7.0,130.0,5.803277,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/failure_mode_first/string_freq_hard.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00010633398778736591, ""failing_tests"": [], ""error_types"": []}]",,130.0,5.803277,,,,,
multi_view,string_freq_hard,string,unknown,H,case_sensitivity;time_limit,1,train,1.0,2,7.0,110.0,4.274395,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/multi_view/string_freq_hard.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00011708401143550873, ""failing_tests"": [], ""error_types"": []}]",,110.0,4.274395,,1.0,,,
semantic_diff,string_freq_hard,string,unknown,H,case_sensitivity;time_limit,1,train,1.0,2,7.0,93.0,1.470267,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/semantic_diff/string_freq_hard.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 9.63329803198576e-05, ""failing_tests"": [], ""error_types"": []}]",,93.0,1.470267,,,1.0,,
role_decomposed,string_freq_hard,string,unknown,H,case_sensitivity;time_limit,1,train,1.0,2,8.0,168.0,3.105782,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/role_decomposed/string_freq_hard.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00035141699481755495, ""failing_tests"": [], ""error_types"": []}]",,168.0,3.105782,,,,1.0,
simulation_trace,string_freq_hard,string,unknown,H,case_sensitivity;time_limit,1,train,1.0,2,7.0,68.0,1.293468,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/simulation_trace/string_freq_hard.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00020112498896196485, ""failing_tests"": [], ""error_types"": []}]",,68.0,1.293468,,,,,1.0
direct_baseline,string_freq_stress,string,unknown,M,case_sensitivity;large_input,1,test,1.0,2,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/direct_baseline/string_freq_stress.json,,0.0,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00019820797024294734, ""failing_tests"": [], ""error_types"": []}]",,,,,,,,
contract_first,string_freq_stress,string,unknown,M,case_sensitivity;large_input,1,test,1.0,2,7.0,151.0,1.62102,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/contract_first/string_freq_stress.json,,0.25,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00013212498743087053, ""failing_tests"": [], ""error_types"": []}]",7.0,151.0,1.62102,,,,,
pattern_skeleton,string_freq_stress,string,unknown,M,case_sensitivity;large_input,1,test,1.0,2,8.0,184.0,4.191518,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/pattern_skeleton/string_freq_stress.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00012366700684651732, ""failing_tests"": [], ""error_types"": []}]",,184.0,4.191518,1.0,,,,
failure_mode_first,string_freq_stress,string,unknown,M,case_sensitivity;large_input,1,test,1.0,2,7.0,130.0,5.803277,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/failure_mode_first/string_freq_stress.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00014962500426918268, ""failing_tests"": [], ""error_types"": []}]",,130.0,5.803277,,,,,
multi_view,string_freq_stress,string,unknown,M,case_sensitivity;large_input,1,test,1.0,2,7.0,110.0,4.274395,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/multi_view/string_freq_stress.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.00011783302761614323, ""failing_tests"": [], ""error_types"": []}]",,110.0,4.274395,,1.0,,,
semantic_diff,string_freq_stress,string,unknown,M,case_sensitivity;large_input,1,test,1.0,2,7.0,93.0,1.470267,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/semantic_diff/string_freq_stress.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.0001051669823937118, ""failing_tests"": [], ""error_types"": []}]",,93.0,1.470267,,,1.0,,
role_decomposed,string_freq_stress,string,unknown,M,case_sensitivity;large_input,1,test,1.0,2,8.0,168.0,3.46714,1.0,1.0,0.0,2.0,0.0,0.0,0.0,False,passed_initial,/Users/karanallagh/Desktop/DataCollector/reports/decomposition/traces/role_decomposed/string_freq_stress.json,,,"[{""round"": 0, ""phase"": ""initial"", ""subtask"": ""plan"", ""localized"": false, ""pass_rate"": 1.0, ""status"": ""passed"", ""duration"": 0.0002752079744823277, ""failing_tests"": [], ""error_types"": []}]",,168.0,3.46714,,,,1.0,
