worker_id,skill_vector,past_tasks_count,past_wins,domain_tags
legacy_worker_000626,0.780;-0.035;-0.451;0.569;-0.608;0.820;0.553;-0.812,1,0,ReactJS
legacy_worker_000627,0.584;-0.145;0.098;0.388;-0.537;0.749;0.725;-0.992,1,0,ReactJS
legacy_worker_000628,0.365;-0.710;0.396;0.569;-0.663;-0.992;-0.898;0.388,1,0,ReactJS
legacy_worker_000629,0.522;-0.843;-0.412;0.953;-0.631;-0.239;0.718;0.569,1,0,ReactJS
legacy_worker_000630,-0.012;0.302;0.404;0.302;-0.349;0.608;-0.929;0.412,1,0,ReactJS
legacy_worker_000631,-0.498;0.608;0.718;0.961;-0.576;-0.945;-0.561;-0.671,1,0,ReactJS
legacy_worker_000632,-0.553;-0.663;-0.671;-0.325;-0.412;0.098;-0.200;-0.412,1,0,ReactJS
legacy_worker_000633,0.161;-0.286;0.043;-0.075;0.953;0.420;-0.192;0.733,1,0,ReactJS
legacy_worker_000634,-0.059;-0.922;-0.812;-0.396;-0.090;-0.647;0.529;0.263,1,0,ReactJS
legacy_worker_000635,0.945;0.624;-0.145;-0.294;-0.420;-0.835;-0.129;-0.051,1,0,ReactJS
legacy_worker_000636,0.420;-0.443;-0.027;-0.090;-0.114;-0.522;-0.310;-0.827,1,0,ReactJS
legacy_worker_000637,0.529;0.153;0.420;0.247;0.145;-0.608;-0.247;-0.780,1,0,ReactJS
yoution,-0.333;0.239;-0.169;0.192;-0.067;-0.412;0.090;-0.937,4,4,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000638,-0.663;-0.278;0.192;0.906;-0.263;-0.443;0.898;0.529,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000639,0.286;-0.710;0.365;-0.396;0.804;-0.616;0.757;0.106,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000640,-0.796;0.020;0.757;0.129;-0.404;0.529;-0.678;-0.122,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000641,0.914;-1.000;1.000;-0.012;-0.671;0.686;0.278;0.859,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000642,0.608;-0.827;0.976;-0.976;-0.082;-0.114;-0.490;-0.098,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000643,-0.271;-0.969;-0.380;-0.271;-0.467;0.169;-1.000;0.082,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000644,0.812;0.608;0.020;-0.098;0.443;-0.694;0.561;0.027,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000645,-0.388;-0.412;-0.906;0.475;0.412;-0.945;0.482;0.459,1,0,"CSS,HTML,JavaScript,ReactJS"
diazz,-0.969;-0.976;-0.192;0.882;-0.035;0.035;-0.059;-0.812,15,15,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000646,-0.271;-0.710;0.937;0.757;0.953;0.208;-0.882;-0.224,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000647,0.208;-0.122;-0.349;0.631;0.898;-0.765;0.639;-0.592,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000648,-0.686;-0.710;-0.043;-0.122;0.859;0.976;0.514;-0.373,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000649,0.169;0.765;0.616;-0.239;-0.498;-0.663;0.137;0.145,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000650,0.976;-0.663;0.176;-0.945;0.882;0.961;0.553;-0.294,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000651,0.671;-0.631;0.443;-0.725;0.067;0.435;0.671;-0.827,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000652,0.757;-0.969;-0.325;-0.522;1.000;-0.678;0.404;-0.678,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000653,0.875;-0.106;-0.341;-0.200;0.522;-0.200;-0.365;0.365,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000654,-0.224;-0.145;-0.263;-0.451;0.137;0.161;-0.984;-0.286,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000655,0.122;0.114;0.765;0.812;0.231;0.992;-0.945;-0.859,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000656,0.702;0.075;0.208;0.655;0.443;-0.098;0.718;0.851,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000657,-0.216;-0.773;-0.702;-0.875;0.718;-0.898;-0.412;-0.561,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000658,-0.012;0.310;0.106;0.231;-0.569;-0.388;-0.184;-0.522,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000659,-0.710;-0.286;-0.271;-0.278;0.325;0.961;-0.239;-0.467,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000660,-0.200;0.122;0.216;-0.553;-0.435;0.490;-0.702;0.357,1,0,"CSS,HTML,JavaScript,ReactJS"
sanstha,0.592;-0.827;-0.271;0.310;0.467;-0.827;0.780;-0.592,19,19,"CSS,Docker,HTML,JSP,Java,JavaScript,Maven"
legacy_worker_000661,0.122;0.122;0.239;0.757;-0.365;0.616;-0.788;0.765,1,0,"CSS,HTML,JavaScript"
legacy_worker_000662,-0.553;0.435;0.867;0.906;0.388;0.490;0.506;0.514,1,0,"CSS,HTML,JavaScript"
legacy_worker_000663,-0.318;-0.537;-0.765;-0.733;0.820;-0.867;0.404;0.545,1,0,"CSS,HTML,JavaScript"
legacy_worker_000664,0.961;0.247;0.757;-0.773;0.773;-0.741;0.882;0.820,1,0,"CSS,HTML,JavaScript"
legacy_worker_000665,-0.922;-0.404;0.545;0.592;0.686;-0.459;0.694;0.051,1,0,"CSS,HTML,JavaScript"
legacy_worker_000666,0.804;-0.788;-0.443;0.106;0.396;0.561;0.286;-0.867,1,0,"CSS,HTML,JavaScript"
legacy_worker_000667,-0.671;0.224;0.435;0.678;-0.631;-0.349;0.427;0.106,1,0,"CSS,HTML,JavaScript"
legacy_worker_000668,-0.137;-0.906;-0.945;0.741;0.020;-0.286;0.490;0.129,1,0,"CSS,HTML,JavaScript"
legacy_worker_000669,-0.012;-0.992;0.961;-0.757;0.420;-0.310;0.796;-0.749,1,0,"CSS,HTML,JavaScript"
legacy_worker_000670,-0.741;0.537;0.027;-0.898;-0.043;0.773;-0.545;-0.890,1,0,"CSS,HTML,JavaScript"
legacy_worker_000671,0.655;0.922;0.710;0.271;0.898;-0.694;0.678;0.043,1,0,"CSS,HTML,JavaScript"
legacy_worker_000672,0.380;0.773;-0.278;-0.192;0.592;0.286;-0.231;0.035,1,0,"CSS,HTML,JavaScript"
legacy_worker_000673,0.216;0.051;-0.200;0.694;0.278;-0.906;-0.796;0.278,1,0,"CSS,HTML,JavaScript"
legacy_worker_000674,-0.804;0.843;-0.804;-0.325;-0.859;0.749;0.631;0.498,1,0,"CSS,HTML,JavaScript"
legacy_worker_000675,-0.059;-0.059;0.725;-0.443;0.278;-0.937;-0.129;0.780,1,0,"CSS,HTML,JavaScript"
legacy_worker_000676,-0.953;0.725;0.451;0.365;-0.655;0.404;-0.004;-0.035,1,0,"CSS,HTML,JavaScript"
legacy_worker_000677,0.796;-0.961;-0.420;-0.561;0.216;0.702;-0.404;0.671,1,0,"CSS,HTML,JavaScript"
legacy_worker_000678,-0.835;0.012;-0.976;-0.459;0.043;-0.482;-0.349;-0.365,1,0,"CSS,HTML,JavaScript"
legacy_worker_000679,0.169;-0.741;-0.529;-0.498;-0.380;0.357;-0.286;-0.914,1,0,"CSS,HTML,JavaScript"
legacy_worker_000680,0.278;0.725;-0.373;0.404;-0.898;0.741;-0.278;-0.945,1,0,"CSS,HTML,JavaScript"
legacy_worker_000681,-0.835;0.467;0.537;-0.231;-0.184;0.200;0.757;-0.012,1,0,"CSS,HTML,JavaScript"
legacy_worker_000682,-0.545;-0.937;0.937;-0.678;-0.624;-0.490;0.467;-0.200,1,0,"CSS,HTML,JavaScript"
legacy_worker_000683,-0.349;-0.082;0.506;0.286;-0.380;0.129;-0.812;-0.004,1,0,"CSS,HTML,JavaScript"
legacy_worker_000684,-0.663;0.318;-0.302;-0.396;0.396;0.953;-0.741;0.192,1,0,"CSS,HTML,JavaScript"
legacy_worker_000685,0.412;0.200;-0.678;0.937;-0.890;1.000;-0.624;-0.522,1,0,"CSS,HTML,JavaScript"
legacy_worker_000686,0.106;-0.616;-0.749;0.404;-0.247;-0.529;-0.122;-0.584,1,0,"CSS,HTML,JavaScript"
legacy_worker_000687,0.027;-1.000;-0.114;0.600;-0.349;0.427;-0.075;-0.192,1,0,"CSS,HTML,JavaScript"
legacy_worker_000688,-0.231;-0.114;-0.576;-0.459;-0.929;-0.992;0.098;-0.608,1,0,"CSS,HTML,JavaScript"
legacy_worker_000689,-0.435;-0.475;0.529;0.702;0.922;-0.710;-0.655;0.427,1,0,"CSS,HTML,JavaScript"
legacy_worker_000690,-0.741;-0.310;0.992;0.357;0.757;0.569;0.976;0.192,1,0,"CSS,HTML,JavaScript"
legacy_worker_000691,0.396;0.451;-0.388;-0.263;0.522;-0.075;0.357;0.255,1,0,"CSS,HTML,JavaScript"
legacy_worker_000692,0.992;-0.153;-0.318;0.922;0.404;-0.169;0.373;-0.898,1,0,"CSS,HTML,JavaScript"
legacy_worker_000693,-0.216;-0.420;-0.561;0.082;-0.929;-0.663;0.012;0.035,1,0,"CSS,HTML,JavaScript"
legacy_worker_000694,0.576;-0.647;-0.051;0.686;-0.404;-0.475;0.357;0.639,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000695,-0.694;-0.420;0.584;-0.976;0.812;0.671;0.827;0.624,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000696,-0.686;-0.490;-0.584;0.373;0.553;-0.969;-0.522;0.969,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000697,-0.937;-0.145;-0.835;-0.043;-0.718;0.106;-0.514;0.788,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000698,0.890;0.655;0.012;-0.412;0.812;0.984;0.969;0.851,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000699,0.286;-0.914;-0.765;0.882;-0.835;-0.059;0.937;0.890,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000700,0.608;0.992;-0.216;0.067;0.992;0.208;0.843;-0.380,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000701,-0.169;-0.498;0.686;-0.451;0.953;-0.380;-0.098;0.129,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000702,0.624;0.271;0.961;-0.341;0.835;-0.396;-0.898;0.875,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000703,0.333;0.255;-0.639;1.000;0.012;0.106;-0.106;0.216,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000704,-0.820;-0.020;0.090;-0.357;-0.686;-0.443;-0.012;0.592,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000705,0.718;0.012;0.349;-0.867;-0.090;0.302;0.192;-0.443,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000706,-0.027;0.075;0.153;0.020;0.694;0.169;-0.906;0.882,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000707,0.961;0.286;0.529;-0.004;-0.420;0.396;-0.984;0.608,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000708,-0.639;0.710;-0.082;-0.263;-0.310;0.945;0.882;0.059,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000709,0.176;-0.075;0.624;-0.694;-0.678;-0.725;-0.898;-0.898,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000710,-0.176;-0.467;0.835;-0.976;0.710;-0.294;-0.208;-0.686,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000711,-0.914;-0.600;-0.890;-0.475;-0.992;-0.514;0.114;0.961,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000712,0.435;0.435;0.537;0.106;0.937;0.576;0.475;0.898,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000713,-0.122;0.129;0.796;-0.882;-0.984;0.835;0.396;-0.725,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000714,0.286;0.145;0.200;-0.035;-0.161;0.969;0.318;0.757,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000715,-0.161;-0.161;0.569;-0.373;-0.184;-0.310;0.475;0.624,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000716,-0.898;0.475;0.098;-0.655;0.388;0.271;-0.984;0.835,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000717,0.051;-0.475;-0.475;-0.576;-0.875;-0.663;-0.349;-0.224,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000718,0.827;0.420;0.082;-0.733;-0.655;-0.192;0.388;-0.843,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000719,0.067;0.176;-0.161;-0.067;-0.584;0.302;-0.388;-0.443,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000720,-0.427;0.106;-0.380;-0.004;0.294;-0.231;0.420;-0.145,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000721,-0.263;0.027;-0.388;0.553;-0.396;0.349;-0.773;0.608,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000722,-0.114;0.624;0.051;0.631;0.522;-0.357;0.349;0.576,1,0,"CSS,HTML,JavaScript"
legacy_worker_000723,0.443;-0.576;-0.937;0.624;-0.749;0.082;0.145;0.796,1,0,"CSS,HTML,JavaScript"
legacy_worker_000724,0.937;0.961;0.012;0.765;-0.514;-0.459;0.098;-0.702,1,0,"CSS,HTML,JavaScript"
legacy_worker_000725,-0.671;-0.969;-0.380;-0.271;0.286;-0.208;-0.929;-0.075,1,0,"CSS,HTML,JavaScript"
legacy_worker_000726,-0.678;0.067;-0.192;0.694;-0.561;0.239;-0.553;0.435,1,0,"CSS,HTML,JavaScript"
legacy_worker_000727,-0.663;-0.961;0.608;-0.224;-0.333;0.318;0.914;0.624,1,0,"CSS,HTML,JavaScript"
legacy_worker_000728,0.961;0.373;-0.600;0.812;-0.835;0.459;0.051;0.851,1,0,"CSS,HTML,JavaScript"
narendra.negi2,0.592;0.678;-0.498;0.302;0.773;0.067;-0.396;0.804,1,1,SAP Sourcing and CLM
legacy_worker_000729,0.859;-0.529;0.514;-0.663;0.122;-0.773;-0.663;0.420,1,0,SAP Sourcing and CLM
legacy_worker_000730,-0.490;-0.467;-0.788;-0.098;0.388;-0.678;-0.514;0.741,1,0,SAP Sourcing and CLM
legacy_worker_000731,-0.608;-0.953;-0.310;0.325;0.561;0.090;0.875;0.757,1,0,SAP Sourcing and CLM
legacy_worker_000732,0.482;-0.796;-0.482;-0.404;0.278;-0.067;0.749;-0.514,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000733,0.059;0.357;0.004;0.820;0.098;0.020;0.396;0.208,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000734,-0.333;-0.224;-0.443;0.247;-0.843;-0.310;-0.059;-0.216,1,0,"Docker,JSP,Java,Maven"
darkrider97,0.835;-0.725;0.733;0.263;-0.553;0.592;-0.373;-0.145,2,2,"Docker,JSP,Java,Maven"
legacy_worker_000735,0.812;0.090;-0.184;-0.161;0.388;-0.616;0.106;-0.969,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000736,0.216;-0.333;-0.898;0.773;0.678;0.388;-0.404;0.773,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000737,0.592;-0.310;0.835;0.192;0.702;0.325;-0.341;0.945,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000738,-0.106;0.961;-1.000;0.576;0.686;0.247;-0.200;-0.420,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000739,0.459;1.000;-0.561;0.569;0.576;-0.114;0.827;-0.208,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000740,-0.898;-0.263;-0.098;-0.075;-0.812;0.122;-0.153;0.608,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000741,0.600;0.522;0.514;-0.553;-0.427;0.184;-0.427;0.757,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000742,0.741;0.310;0.490;0.592;-0.584;0.812;-0.302;-0.953,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000743,0.333;-0.663;0.098;-0.937;0.600;-0.678;0.373;-0.396,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000744,0.490;-0.043;0.624;0.443;-0.341;0.373;0.553;-0.035,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000745,0.153;0.208;-0.271;0.608;-0.239;-0.765;0.820;0.443,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000746,-0.788;-0.639;-0.780;-0.796;0.812;0.890;-0.341;0.106,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000747,0.616;-0.067;-0.859;-0.247;-0.020;0.255;-0.529;-0.992,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000748,-0.271;-0.302;-0.176;-0.914;-0.082;0.882;0.678;0.529,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000749,0.937;-0.208;0.922;-0.553;0.765;0.851;0.373;-0.459,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000750,0.286;-0.216;0.200;0.318;-0.984;0.043;-0.529;0.059,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000751,-0.953;0.380;0.325;-0.890;-0.906;-0.443;0.702;-0.169,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000752,-0.624;0.537;-0.192;-0.882;0.506;-0.976;0.976;-0.969,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000753,0.506;0.929;-0.600;-0.302;-0.875;-0.239;0.773;0.169,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000754,0.733;-0.961;-0.961;-0.686;-0.027;-0.929;-0.671;0.333,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000755,0.224;-0.098;-0.765;-0.216;-0.357;0.278;0.592;0.098,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000756,-0.545;0.302;-0.741;0.224;-0.992;0.208;-0.882;-0.365,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000757,-0.961;-0.929;0.710;0.953;-0.075;-0.043;-0.631;-0.553,1,0,"Docker,JSP,Java,Maven"
schweik,0.278;0.522;-0.765;0.090;0.741;0.624;-0.671;0.114,7,7,"Docker,JSP,Java,Maven"
legacy_worker_000758,0.325;0.725;-0.341;0.247;-0.631;-0.561;-0.263;0.098,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000759,0.875;0.820;0.827;-0.718;-0.788;-0.067;0.616;-0.475,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000760,0.420;-0.867;-0.059;-0.882;-0.365;0.412;0.231;-0.020,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000761,0.396;-0.067;-0.231;-0.788;-0.984;0.286;-0.961;-0.278,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000762,-0.388;0.412;-0.749;-0.043;0.820;-0.467;0.796;-0.318,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000763,-0.820;0.051;0.890;0.365;-0.200;0.106;-0.843;0.757,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000764,0.765;0.576;-0.663;-0.467;-0.953;0.867;0.922;-0.357,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000765,0.443;0.686;-0.569;-0.357;-0.859;0.153;0.106;0.216,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000766,-0.216;-0.294;0.373;-0.247;-0.569;-0.859;-0.757;-0.780,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000767,0.302;0.482;0.145;0.153;-0.051;-0.835;-0.341;-0.482,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000768,-0.757;0.137;-0.749;0.498;0.153;0.906;-0.655;-0.757,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000769,-0.435;0.961;0.302;-0.569;0.608;-0.647;0.310;0.231,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000770,0.537;0.851;-0.890;0.459;-0.208;0.906;0.443;0.506,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000771,0.898;-0.757;-0.114;0.467;0.773;-0.396;-0.027;0.945,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000772,0.114;0.286;-0.075;-0.882;-0.506;0.890;0.569;0.451,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000773,0.231;0.090;-0.545;0.984;0.788;-0.365;-0.694;-0.443,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000774,-0.961;-0.380;0.004;-0.388;-0.153;-0.600;0.020;-0.098,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000775,0.780;0.075;0.961;0.467;-0.451;-0.388;0.506;-0.827,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000776,0.961;-0.294;0.733;0.490;-0.710;1.000;-0.867;-0.765,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000777,0.898;-0.812;0.537;-0.537;-0.984;-0.514;0.247;-0.075,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000778,-0.780;-0.741;-0.741;0.600;0.090;0.569;0.788;-0.561,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000779,-0.373;0.224;-0.404;-0.349;-0.247;-0.882;-0.976;-0.616,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000780,0.035;0.576;0.467;-0.294;0.976;0.702;0.224;-0.859,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000781,0.035;0.498;0.278;0.255;-0.608;-0.592;-0.929;-0.592,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000782,0.553;0.357;0.796;0.459;0.286;0.914;-0.498;-0.890,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000783,-0.239;-0.380;0.231;-0.749;-0.216;0.341;0.835;-0.702,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000784,-0.710;-0.137;-0.475;0.004;-0.137;0.671;0.859;0.427,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000785,0.286;-0.796;0.812;-0.702;-0.278;-0.976;0.741;0.341,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000786,-0.859;0.263;-0.388;0.090;0.812;0.741;0.106;0.671,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000787,0.843;-0.741;-0.325;-0.067;-0.451;-0.969;-0.725;-0.176,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000788,-0.686;0.004;0.529;-0.027;0.451;0.247;-0.631;-0.631,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000789,-0.106;0.631;-0.106;0.804;-0.357;-0.600;-0.412;-0.608,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000790,-0.859;-0.522;-0.027;0.765;0.875;-0.875;0.067;0.812,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000791,0.749;0.843;0.278;0.875;0.137;0.812;0.600;-0.922,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000792,0.075;0.914;-0.161;-0.208;-0.075;0.208;-0.757;-0.843,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000793,0.914;-0.396;0.804;0.867;-0.420;0.153;0.459;-0.655,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000794,-0.129;-0.608;0.145;-0.749;0.027;-0.906;0.200;0.906,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000795,0.976;0.310;0.867;0.318;-0.702;-0.757;0.624;0.459,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000796,-0.051;0.435;0.310;-0.812;0.718;0.569;-0.929;0.020,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000797,1.000;0.388;-0.929;0.906;-0.514;-0.035;0.239;0.412,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000798,0.576;-0.004;-0.341;0.827;0.984;0.090;-0.208;0.827,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000799,-0.459;0.867;-0.631;-0.043;0.875;0.631;-0.043;-0.482,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000800,-0.475;-0.114;0.310;-0.388;0.192;0.239;0.012;0.333,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000801,-0.020;-0.184;0.945;0.812;-0.239;-0.420;-0.208;0.820,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000802,0.467;-0.608;-0.420;-0.914;0.616;-0.937;-0.404;-0.906,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000803,0.427;-0.733;-0.161;0.765;-0.482;-0.067;0.678;-0.655,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000804,0.506;0.796;0.302;0.035;-0.576;0.506;0.208;0.529,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000805,0.600;-0.788;-0.945;-0.851;-0.263;-0.843;0.349;-0.443,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000806,0.435;0.365;-0.631;0.027;-0.804;-0.082;-0.176;-0.663,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000807,0.035;-0.937;0.318;0.929;0.961;0.475;0.427;-0.804,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000808,-0.522;0.922;-0.522;0.263;0.757;-0.984;0.804;-0.553,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000809,-0.655;0.671;-0.929;-0.357;-0.012;-0.051;-0.255;-0.388,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000810,-0.137;-0.325;0.090;0.827;-0.710;-0.749;0.263;-0.953,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000811,-0.796;-0.176;0.890;0.263;0.945;-0.561;-0.365;-0.671,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000812,-0.663;-0.443;-0.341;-0.114;-0.380;0.757;-0.992;-0.992,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000813,0.537;-0.004;0.992;0.702;0.278;0.059;0.529;-0.529,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000814,-0.012;-0.616;0.882;0.467;-0.090;-0.059;-0.090;-0.961,1,0,"Docker,JSP,Java,Maven"
legacy_worker_000815,-0.294;0.247;0.318;-0.239;-0.420;-0.694;0.278;-0.404,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000816,0.749;0.506;-0.537;0.788;-0.404;0.702;0.145;0.702,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000817,0.694;0.200;0.475;0.929;0.969;0.216;-0.765;0.208,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000818,-0.020;0.482;-0.302;0.129;0.443;0.451;0.812;0.467,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000819,-0.020;-0.631;0.380;-0.765;-0.341;0.380;-0.576;0.427,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000820,-0.890;0.710;-0.059;-0.773;0.098;-0.600;0.522;0.459,1,0,"CSS,HTML,JavaScript,ReactJS"
raytracer1,-0.812;0.584;-0.027;0.576;-0.286;-0.624;0.027;-0.741,1,1,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000821,0.231;-0.482;0.161;-0.875;-0.349;-0.294;-0.757;0.388,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000822,-0.114;-0.890;0.914;-0.255;0.239;0.153;-0.733;0.922,1,0,"CSS,HTML,JavaScript,ReactJS"
legacy_worker_000823,0.976;0.247;0.020;0.804;-0.757;-0.404;-0.804;0.435,1,0,"CSS,HTML,JavaScript,ReactJS"
jiangliwu,0.278;0.514;0.537;-0.678;0.922;-0.420;0.294;0.482,1,1,"Java,MySQL,REST,Spring Boot"
